班号	课程类别	有效评估数	评估分数	教师职称	开课学院	学年	学期	平均成绩	教师编号
347	专业必修	29	92.59	副教授	法学院	2009-2010	春季学期	83.885714	275
348	专业必修	14	95	教授	法学院	2009-2010	春季学期	83.885714	276
349	专业选修	30	93.77	副教授	法学院	2009-2010	春季学期	82.138888	277
350	专业必修	16	83.38	讲师	文学院	2009-2010	春季学期	55.208333	278
351	专业必修	6	95	讲师	信息学院	2009-2010	春季学期	86.661016	279
352	专业必修	19	94.05	讲师	信息学院	2009-2010	春季学期	86.661016	280
353	专业必修	48	93.81	副教授	法学院	2009-2010	春季学期	80.066666	281
354	专业必修	47	87.94	讲师	法学院	2009-2010	春季学期	78.357142	282
355	专业必修	80	92.41	副教授	法学院	2009-2010	春季学期	82.979381	283
356	专业选修	23	91.96	教授	经济学院	2009-2010	春季学期	80.675675	284
357	专业选修	26	94.04	副教授	商学院	2009-2010	春季学期	76.568627	285
358	专业选修	34	93	副教授	商学院	2009-2010	春季学期	81.673469	285
359	专业选修	38	93.24	副教授	商学院	2009-2010	春季学期	#N/A	285
360	学科基础	24	88.13	副教授	经济学院	2009-2010	春季学期	77.913043	286
361	学科基础	40	88.78	副教授	经济学院	2009-2010	春季学期	80.278481	287
362	学科基础	28	92.21	副教授	经济学院	2009-2010	春季学期	76.91358	287
363	学科基础	39	87.28	副教授	经济学院	2009-2010	春季学期	81.242424	31
364	专业必修	59	92.71	副教授	法学院	2009-2010	春季学期	81.137931	288
365	专业必修	1	95	教授	法学院	2009-2010	春季学期	80.833333	289
366	专业选修	20	93.05	教授	信息资源管理学院	2009-2010	春季学期	79.65	290
367	专业必修	27	91.37	副教授	历史学院	2009-2010	春季学期	80.351351	291
368	全校选修	5	90.8	副教授	信息资源管理学院	2009-2010	春季学期	62.444444	49
369	专业必修	28	93.07	教授	历史学院	2009-2010	春季学期	82.833333	292
370	专业必修	9	91.11	教授	历史学院	2009-2010	春季学期	82.833333	293
371	学科基础	23	91.52	教授	历史学院	2009-2010	春季学期	75.666666	294
372	学科基础	7	89.43	讲师	清史所	2009-2010	春季学期	75.666666	295
373	学科基础	32	92.63	副教授	历史学院	2009-2010	春季学期	80.906976	296
374	专业必修	26	94.27	教授	财政金融学院	2009-2010	春季学期	78.631578	297
375	学科基础	76	92.29	教授	经济学院	2009-2010	春季学期	78.565517	298
376	学科基础	69	92.58	副教授	经济学院	2009-2010	春季学期	82.462184	299
377	学科基础	73	91.32	副教授	经济学院	2009-2010	春季学期	80.351063	300
378	学科基础	36	93.06	副教授	经济学院	2009-2010	春季学期	83.037735	156
379	学科基础	4	92.5	讲师	经济学院	2009-2010	春季学期	60.066666	131
380	学科基础	66	91.36	副教授	经济学院	2009-2010	春季学期	80.694736	301
381	学科基础	28	91.07	副教授	经济学院	2009-2010	春季学期	82.811764	302
382	学科基础	54	92.26	讲师	经济学院	2009-2010	春季学期	77.613861	303
383	学科基础	88	88.27	讲师	经济学院	2009-2010	春季学期	79.879032	304
384	学科基础	72	86.93	副教授	经济学院	2009-2010	春季学期	76.93913	305
385	专业必修	10	93.3	副教授	国际关系学院	2009-2010	春季学期	82.842105	106
386	专业必修	9	93.89	副教授	国际关系学院	2009-2010	春季学期	85.894736	106
387	专业必修	9	89.67	副教授	国际关系学院	2009-2010	春季学期	87.8	306
388	专业必修	13	84.92	副教授	国际关系学院	2009-2010	春季学期	86.529411	306
389	专业选修	51	91.92	教授	经济学院	2009-2010	春季学期	84.855263	307
390	专业必修	30	90.13	副教授	经济学院	2009-2010	春季学期	82.288888	308
391	专业必修	34	93.03	教授	经济学院	2009-2010	春季学期	84	309
392	专业选修	73	91.38	副教授	财政金融学院	2009-2010	春季学期	79.949152	310
393	专业选修	65	92.54	副教授	财政金融学院	2009-2010	春季学期	78.49	310
394	专业必修	13	84.62	讲师	环境学院	2009-2010	春季学期	85.857142	311
395	专业必修	38	93.03	教授	哲学院	2009-2010	春季学期	82.378787	312
396	专业选修	19	92.74		国际关系学院	2009-2010	春季学期	82.130434	313
397	全校共同课	49	94.51	讲师	信息学院	2009-2010	春季学期	68.964285	314
398	全校共同课	47	87.81	讲师	信息学院	2009-2010	春季学期	65.546511	315
399	全校共同课	44	91.89	讲师	信息学院	2009-2010	春季学期	66.096385	316
400	全校共同课	49	87.88	讲师	信息学院	2009-2010	春季学期	58.594936	317
401	全校共同课	54	93.43	副教授	信息学院	2009-2010	春季学期	63.068181	318
402	全校共同课	37	90.68	讲师	信息学院	2009-2010	春季学期	54.850574	319
403	全校共同课	54	93.33		信息学院	2009-2010	春季学期	63.375	320
404	全校共同课	52	93.56		信息学院	2009-2010	春季学期	61.011764	321
405	全校共同课	42	93.33	讲师	信息学院	2009-2010	春季学期	70.235294	314
406	全校共同课	54	89.28	讲师	信息学院	2009-2010	春季学期	65.289156	315
407	全校共同课	48	90.77	讲师	信息学院	2009-2010	春季学期	71.418604	316
408	全校共同课	31	90.94	讲师	信息学院	2009-2010	春季学期	38.617283	317
409	全校共同课	41	93.78	副教授	信息学院	2009-2010	春季学期	64.593023	318
410	全校共同课	30	89.93	讲师	信息学院	2009-2010	春季学期	58.057471	319
411	全校共同课	47	92.79		信息学院	2009-2010	春季学期	67.035714	320
412	全校共同课	49	92.27		信息学院	2009-2010	春季学期	56.964285	321
413	全校共同课	37	91.16	讲师	信息学院	2009-2010	春季学期	73.170731	319
414	全校共同课	54	86.8	讲师	信息学院	2009-2010	春季学期	65.1125	322
415	思想政治理论课	65	92.11	讲师	马克思主义学院	2009-2010	春季学期	87.295238	323
416	思想政治理论课	109	89.17	讲师	马克思主义学院	2009-2010	春季学期	84.233532	323
417	思想政治理论课	44	90.93	副教授	马克思主义学院	2009-2010	春季学期	83.09589	324
418	思想政治理论课	64	81.7	讲师	马克思主义学院	2009-2010	春季学期	76.990476	325
419	思想政治理论课	14	86.57	讲师	马克思主义学院	2009-2010	春季学期	84.289473	325
420	思想政治理论课	34	91.71	副教授	马克思主义学院	2009-2010	春季学期	82.45614	326
421	思想政治理论课	53	89.42	副教授	马克思主义学院	2009-2010	春季学期	82.141414	326
422	思想政治理论课	5	94	副教授	马克思主义学院	2009-2010	春季学期	86.3	327
423	专业选修	6	93.83	副教授	信息学院	2009-2010	春季学期	86	328
424	专业选修	9	89.78	副教授	信息学院	2009-2010	春季学期	79.882352	329
425	专业选修	11	90.27	讲师	信息学院	2009-2010	春季学期	80.304347	330
426	学科基础	16	90.69	副教授	信息学院	2009-2010	春季学期	72.45098	331
427	学科基础	24	89.83	副教授	信息学院	2009-2010	春季学期	75.448979	36
428	学科基础	25	92.2	副教授	信息学院	2009-2010	春季学期	79.941176	332
429	学科基础	26	93.46	讲师	信息学院	2009-2010	春季学期	75.5	333
430	专业必修	67	92.82	副教授	信息学院	2009-2010	春季学期	68.8125	334
431	专业必修	9	94.11	讲师	商学院	2009-2010	春季学期	82.210526	335
432	专业必修	6	90.5	讲师	商学院	2009-2010	春季学期	79.914285	335
433	专业必修	21	90.71	副教授	信息学院	2009-2010	春季学期	78.964912	336
434	专业选修	8	91.5	副教授	信息学院	2009-2010	春季学期	84.307692	336
435	专业选修	12	91	讲师	信息学院	2009-2010	春季学期	75.74074	337
436	专业选修	3	95	教授	新闻学院	2009-2010	春季学期	73.266666	338
437	专业选修	7	91.43	讲师	新闻学院	2009-2010	春季学期	73.266666	339
438	专业选修	18	89.94	讲师	劳动人事学院	2009-2010	春季学期	82.32258	340
439	专业选修	9	89.44	讲师	劳动人事学院	2009-2010	春季学期	86.352941	160
440	专业必修	42	93.21	教授	劳动人事学院	2009-2010	春季学期	80.77647	341
441	专业选修	24	88.96	讲师	历史学院	2009-2010	春季学期	83.8	342
442	专业选修	14	93	讲师	公共管理学院	2009-2010	春季学期	85.6	343
443	专业选修	26	89.35	副教授	商学院	2009-2010	春季学期	77.510638	344
444	专业选修	34	89.65	讲师	商学院	2009-2010	春季学期	85.466666	345
445	专业选修	38	86.76	讲师	商学院	2009-2010	春季学期	82.913043	345
446	专业选修	7	92.14	教授	商学院	2009-2010	春季学期	84.833333	346
447	专业选修	7	92	教授	商学院	2009-2010	春季学期	84.833333	347
448	学科基础	68	93.87	副教授	信息学院	2009-2010	春季学期	76.85567	348
449	专业必修	23	92.3	讲师	信息学院	2009-2010	春季学期	77.724137	322
450	专业选修	4	76	讲师	信息学院	2009-2010	春季学期	85	315
451	专业选修	11	91	讲师	信息学院	2009-2010	春季学期	86.925	349
452	专业选修	5	87.2	讲师	信息学院	2009-2010	春季学期	65.416666	350
453	专业选修	52	92.79	副教授	信息学院	2009-2010	春季学期	84.463414	348
454	专业选修	3	92.33	教授	信息学院	2009-2010	春季学期	92	63
455	专业选修	3	94.67	讲师	信息学院	2009-2010	春季学期	88.333333	317
456	专业选修	27	92.22	助理研究员（教学科研类）	信息学院	2009-2010	春季学期	82.305555	351
457	学科基础	25	93.8	副教授	信息学院	2009-2010	春季学期	75.26923	352
458	专业选修	34	89.09	讲师	商学院	2009-2010	春季学期	79.525423	86
459	学科基础	20	91.9	教授	国际关系学院	2009-2010	春季学期	78.166666	353
460	学科基础	24	90.46	副教授	国际关系学院	2009-2010	春季学期	78.442307	354
461	学科基础	28	91.93	副教授	国际关系学院	2009-2010	春季学期	68.967741	355
462	学科基础	23	85.57	讲师	国际关系学院	2009-2010	春季学期	60	356
463	专业选修	10	89.7	副教授	国际关系学院	2009-2010	春季学期	79.9375	357
464	专业选修	11	89.91	副教授	农业与农村发展学院	2009-2010	春季学期	88.384615	358
465	专业必修	18	91.39	讲师	农业与农村发展学院	2009-2010	春季学期	86.074074	187
466	专业必修	19	93.21	讲师	农业与农村发展学院	2009-2010	春季学期	82.814814	187
467	专业选修	9	88.67	副教授	农业与农村发展学院	2009-2010	春季学期	85.2	359
468	专业选修	11	85.82	教授	农业与农村发展学院	2009-2010	春季学期	86.285714	211
469	专业必修	36	88.83	教授	农业与农村发展学院	2009-2010	春季学期	83.690909	15
470	专业选修	9	76.22	讲师	农业与农村发展学院	2009-2010	春季学期	83.545454	360
471	学科基础	24	90.5	副教授	劳动人事学院	2009-2010	春季学期	82.862745	361
472	学科基础	25	93.8	副教授	劳动人事学院	2009-2010	春季学期	81.404255	361
473	专业必修	37	89.95	教授	劳动人事学院	2009-2010	春季学期	84.352941	362
474	专业必修	50	92.6	副教授	劳动人事学院	2009-2010	春季学期	86.393617	363
475	专业选修	26	87.42	讲师	劳动人事学院	2009-2010	春季学期	83.521739	364
476	专业选修	16	90	讲师	劳动人事学院	2009-2010	春季学期	79.972972	364
477	专业选修	36	93.17	教授	劳动人事学院	2009-2010	春季学期	88.095238	267
478	专业选修	48	90.75	副教授	劳动人事学院	2009-2010	春季学期	85	365
479	部类共同	37	92.6	教授	信息资源管理学院	2009-2010	春季学期	74.746666	366
480	专业必修	10	93.5	副教授	社会与人口学院	2009-2010	春季学期	83.241379	367
481	专业必修	11	90.73	副教授	社会与人口学院	2009-2010	春季学期	77.941176	367
482	专业选修	34	92.03	教授	公共管理学院	2009-2010	春季学期	80.375	368
483	专业选修	9	93.33	教授	社会与人口学院	2009-2010	春季学期	85.851851	369
484	专业选修	18	93.67	副教授	经济学院	2009-2010	春季学期	81.272727	370
485	专业选修	35	94.09	教授	经济学院	2009-2010	春季学期	79.509803	116
486	专业选修	6	93.83	教授	经济学院	2009-2010	春季学期	88.142857	371
487	专业选修	44	87.89	副教授	经济学院	2009-2010	春季学期	83.144927	372
488	专业必修	6	89	讲师	商学院	2009-2010	春季学期	82.534883	373
489	专业选修	54	91.67	教授	经济学院	2009-2010	春季学期	81.160377	374
490	学科基础	6	94.33	副教授	艺术学院	2009-2010	春季学期	#N/A	375
491	学科基础	5	95	副教授	艺术学院	2009-2010	春季学期	#N/A	375
492	学科基础	9	94.89	讲师	艺术学院	2009-2010	春季学期	#N/A	376
493	学科基础	12	93.17	讲师	艺术学院	2009-2010	春季学期	#N/A	376
494	学科基础	2	95	讲师	艺术学院	2009-2010	春季学期	#N/A	376
495	专业选修	18	94.61	副教授	经济学院	2009-2010	春季学期	84.787234	61
496	专业选修	29	91.24	副教授	经济学院	2009-2010	春季学期	82.705882	377
497	专业选修	18	94.39	副教授	经济学院	2009-2010	春季学期	87.325581	378
498	学科基础	34	83.47	副教授	公共管理学院	2009-2010	春季学期	85.660714	379
499	专业必修	27	93.3	教授	公共管理学院	2009-2010	春季学期	84.305555	69
500	专业必修	10	92.9	副教授	公共管理学院	2009-2010	春季学期	86.071428	380
501	专业选修	17	93.77	讲师	公共管理学院	2009-2010	春季学期	86.444444	381
502	专业选修	17	95	副教授	公共管理学院	2009-2010	春季学期	86.210526	382
503	专业选修	34	94.09	副教授	公共管理学院	2009-2010	春季学期	80.981818	382
504	专业选修	4	95	副教授	环境学院	2009-2010	春季学期	81.666666	383
505	专业选修	29	89.79	副教授	经济学院	2009-2010	春季学期	84.173076	384
506	学科基础	9	89.56	副教授	社会与人口学院	2009-2010	春季学期	76.470588	385
507	专业必修	26	94.42	副教授	公共管理学院	2009-2010	春季学期	83.787878	386
508	专业必修	26	92.35	教授	公共管理学院	2009-2010	春季学期	83.625	387
509	专业选修	17	94.53	副教授	公共管理学院	2009-2010	春季学期	84.636363	386
510	专业选修	7	91.57	副教授	社会与人口学院	2009-2010	春季学期	68.526315	388
511	专业选修	17	94.12	讲师	公共管理学院	2009-2010	春季学期	87.242424	389
512	学科基础	6	82.33	副教授	经济学院	2009-2010	春季学期	87	384
513	专业必修	16	92.38	副教授	经济学院	2009-2010	春季学期	87.652173	390
514	学科基础	37	86.22	副教授	公共管理学院	2009-2010	春季学期	79.666666	391
515	专业必修	28	94.07	副教授	公共管理学院	2009-2010	春季学期	85.361111	392
516	学科基础	26	90.39	副教授	公共管理学院	2009-2010	春季学期	80.3125	393
517	专业必修	18	91.33	副教授	信息资源管理学院	2009-2010	春季学期	77.863636	394
518	专业选修	20	90.35	讲师	信息资源管理学院	2009-2010	春季学期	75.193548	395
519	专业选修	18	91.83	副教授	信息资源管理学院	2009-2010	春季学期	86.454545	396
520	学科基础	28	93.54	副教授	信息资源管理学院	2009-2010	春季学期	83.714285	397
